"","Site","Lat","Long"
"8499","MNPCA-S002-027",45.4489,-94.8923
"8500","MNPCA-S000-896",44.66666,-93.05508
"8501","MNPCA-S003-322",45.796933,-94.795867
"8502","STORLVD_WQX-MISERY CREEK #8",46.16328,-89.11175
"8503","MNPCA-S002-089",48.4567,-95.731
"8504","MNPCA-S007-150",46.0246,-93.2311
"8505","STOCKBRIDGE_MUNSEE-WBRR5",44.964136,-88.988492
"8506","MNPCA-S002-091",47.7096,-95.9425
"8507","MNPCA-S006-398",44.443812,-94.118897
"8508","21AWIC-3181",32.377845,-85.180944
"8509","USGS-06803525",40.9049996,-96.5861224
"8510","MNPCA-S000-155",47.453,-94.711
"8511","MNPCA-S005-063",46.54205,-96.36575
"8512","MNPCA-S006-201",47.26734,-95.90749
"8513","HO_CHUNK_WQX-1715800HCN01",44.3541,-90.754
"8514","MNPCA-S003-979",47.093749,-91.576066
"8515","REDCLIFF_WQX-RR01",46.9309478823921,-90.8288709516364
"8516","21AWIC-977",33.08583,-86.72083
"8517","21AWIC-8550",31.362837,-85.417337
"8518","MNPCA-S004-345",44.667036,-95.319634
"8519","MNPCA-S003-844",44.193371,-92.77631
"8520","MNPCA-S007-550",47.3247,-94.9425
"8521","MNPCA-S002-498",44.82156,-93.9496
"8522","MNPCA-S000-713",47.688083,-95.451
"8523","21AWIC-983",34.290278,-85.509167
"8524","WI_MMSD-IC-04S",43.163,-87.931
"8525","MNPCA-S000-556",46.291472,-96.143417
"8526","MNPCA-S005-145",46.17791,-96.49247
"8527","MNPCA-S002-090",48.3396,-95.4441
"8528","MNPCA-S000-089",46.263778,-96.599333
"8529","MNPCA-S000-013",47.92368,-97.01619
"8530","MNPCA-S005-615",43.504464,-93.298813
"8531","MNPCA-S005-668",44.448742,-94.81957
"8532","21AWIC-1669",31.089126,-87.430644
"8533","MNPCA-S001-919",44.2535,-94.8061
"8534","MNPCA-S007-877",47.84555,-95.226113
"8535","MNPCA-S002-355",45.32556,-94.66761
"8536","MNPCA-S007-554",45.997411,-93.665217
"8537","21AWIC-692",33.575,-88.0834
"8538","MNPCA-S002-010",46.5405,-93.7072
"8539","HO_CHUNK_WQX-1182400HCN04",43.6224,-90.6289
"8540","11NPSWRD_WQX-NATR_LSCR",32.09068,-90.79762
"8541","USGS-05465500",41.1780861,-91.1820939
"8542","MNPCA-S001-169",46.794972,-92.158583
"8543","MNPCA-S004-959",46.764386,-92.122574
"8544","MNPCA-S003-119",46.05118,-96.56644
"8545","MNPCA-S006-565",46.52893,-96.42518
"8546","MNPCA-S004-837",47.84666,-96.23172
"8547","MNPCA-S006-372",46.7253,-94.0643
"8548","21AWIC-1514",32.02099,-85.55812
"8549","MNPCA-S004-131",48.0501,-96.93259
"8550","MNPCA-S005-592",46.67409,-96.585898
"8551","MNPCA-S000-139",44.282528,-94.43525
"8552","MNPCA-S003-147",46.54339,-96.42531
"8553","MNPCA-S003-118",45.80326,-96.25893
"8554","MNPCA-S000-684",46.48525,-96.092833
"8555","MNPCA-S000-095",43.9995,-91.4379
"8556","MNPCA-S004-052",48.2555,-96.1082
"8557","MNPCA-S002-359",48.9912,-97.1284
"8558","MNPCA-S000-062",45.820833,-96.490472
"8559","MNPCA-S002-318",44.721667,-95.684722
"8560","MNPCA-S002-450",45.58438,-94.470409
"8561","KICKAPOO-NCR01",35.5718,-97.2734413889
"8562","MNPCA-S001-674",46.382611,-92.841
"8563","MNPCA-S004-805",44.499873,-92.746306
"8564","USGS-05464765",41.9260603,-91.5510368
"8565","MNPCA-S006-520",45.6576,-94.4921
"8566","MNPCA-S002-708",46.961902,-96.661744
"8567","11NPSWRD_WQX-STRI_MFWF",35.888055,-86.423361
"8568","STOCKBRIDGE_MUNSEE-STRASSBURG2",44.870703,-89.061405
"8569","21AWIC-2634",33.742472,-87.326722
"8570","MNPCA-S000-906",48.829833,-94.871667
"8571","STOCKBRIDGE_MUNSEE-WBRR2",44.90797892,-88.91300893
"8572","MNPCA-S004-625",45.779237,-94.981502
"8573","MNPCA-S006-617",45.547577,-94.270189
"8574","STOCKBRIDGE_MUNSEE-CHARCREEK1",44.913617,-89.036622
"8575","MNPCA-S008-455",47.256495,-91.867511
"8576","TDECWR_WQX-TNW000005326",35.2054,-88.7102
"8577","MNPCA-S001-116",44.932222,-96.04725
"8578","MNPCA-S004-121",43.677977,-93.408523
"8579","MNPCA-S005-718",45.721986,-94.501746
"8580","21IOWA_WQX-13410006",43.073886,-93.616295
"8581","11NPSWRD_WQX-NATR_BSCR",32.11688889,-90.76744444
"8582","WI_MMSD-FC-02S",43.191,-87.913
"8583","MNPCA-S007-621",47.544991,-94.597997
"8584","MNPCA-S000-779",44.433889,-94.717222
"8585","MNPCA-S004-187",47.54298,-96.40133
"8586","FCPOTAWATOMI_WQX-Johnson 2",45.47916,-88.55361
"8587","MNPCA-S004-205",47.6158,-95.5141
"8588","MNPCA-S007-571",44.210494,-94.191293
"8589","MNPCA-S004-705",45.6145,-95.62015
"8590","USGS-390709094182101",39.1191667,-94.3058333
"8591","SDDENR_WQX-UPMINNZUMR11",45.0353685264917,-96.4847457703835
"8592","MNPCA-S003-871",45.719402,-95.181097
"8593","STOCKBRIDGE_MUNSEE-GLDC2",44.957029,-89.024605
"8594","SDDENR_WQX-UPMINNZUMR10",45.0037729879401,-96.657018381516
"8595","MNPCA-S006-253",46.58675,-94.732972
"8596","MNPCA-S005-776",46.791519,-93.041134
"8597","MNPCA-S003-938",46.832707,-95.701875
"8598","USGS-07241550",35.5003412,-97.1939194
"8599","MNPCA-S003-891",45.832286,-95.058129
"8600","MNPCA-S007-752",46.7026,-96.0813
"8601","MNPCA-S004-835",47.80762,-96.43827
"8602","MNPCA-S008-049",44.8039,-93.7787
"8603","WI_MMSD-UC-02S",43.056,-88.087
"8604","MNPCA-S006-140",45.111237,-93.285882
"8605","O_MTRIBE_WQX-RRC4",36.45779,-97.28225
"8606","21AWIC-1338",31.422145,-85.530709
"8607","MNPCA-S003-968",46.899985,-92.505241
"8608","MNPCA-S000-137",43.746639,-92.958139
"8609","MNPCA-S004-421",45.243498,-94.619129
"8610","21AWIC-653",30.8216,-88.3145
"8611","MNPCA-S003-939",46.716171,-95.710838
"8612","MNPCA-S001-529",44.005306,-91.762
"8613","MNPCA-S004-998",46.66005,-96.41027
"8614","MNPCA-S007-856",44.755798,-93.609493
"8615","MNPCA-S006-259",47.193972,-94.783278
"8616","21AWIC-8870",34.6579,-88.09412
"8617","MNPCA-S005-685",47.395042,-92.860116
"8618","MNPCA-S005-550",44.194889,-92.508665
"8619","21AWIC-1215",33.2905,-86.247
"8620","MNPCA-S000-113",47.179472,-96.824278
"8621","WI_MMSD-HC-02S",43.03,-88.017
"8622","MNPCA-S004-152",48.26833,-96.51139
"8623","MNPCA-S001-743",44.090111,-91.998389
"8624","MNPCA-S005-629",45.04926,-95.79755
"8625","21IOWA_WQX-13290001",40.889998,-91.347006
"8626","MNPCA-S000-184",48.690972,-94.433194
"8627","MNPCA-S005-458",46.49232,-93.83011
"8628","21AWIC-3872",34.994014,-85.698327
"8629","TDECWR_WQX-TNW000000106",35.68,-85.7611
"8630","MNPCA-S005-749",47.403133,-92.46425
"8631","MNPCA-S003-692",48.35759,-97.0659
"8632","MNPCA-S006-231",46.71177,-94.39458
"8633","MNPCA-S006-581",44.0805,-96.44763
"8634","MNPCA-S003-944",47.99126,-95.58238
"8635","MNPCA-S007-442",48.803982,-97.076891
"8636","21AWIC-7430",34.9983,-88.1989
"8637","MNPCA-S004-704",45.501,-93.615
"8638","MNPCA-S007-900",44.470119,-93.890554
"8639","MNPCA-S005-689",44.3981,-94.7688
"8640","SDDENR_WQX-UPMINNZUMR12",45.0498965069148,-96.4682633997327
"8641","MNPCA-S005-564",45.275881,-94.660342
"8642","MNPCA-S007-218",45.440233,-94.345967
"8643","MNPCA-S000-385",45.311056,-95.624944
"8644","MNPCA-S006-258",47.211694,-93.818667
"8645","MNPCA-S000-252",47.26561,-91.34471
"8646","MNPCA-S006-508",47.82048,-95.96651
"8647","MNPCA-S005-670",44.288568,-93.954741
"8648","O_MTRIBE_WQX-BBC1FY11",36.34176,-97.24683
"8649","MNPCA-S001-659",43.8615,-95.602167
"8650","MNPCA-S000-430",44.552222,-92.56325
"8651","MNPCA-S007-784",44.431372,-93.974605
"8652","MNPCA-S003-121",47.07856,-96.24564
"8653","MNPCA-S005-582",45.544335,-93.805055
"8654","MNPCA-S004-493",48.265419,-96.067873
"8655","MNPCA-S008-426",46.278048,-96.596602
"8656","MNPCA-S001-078",44.022056,-94.584222
"8657","MNPCA-S007-898",47.749468,-91.213356
"8658","21AWIC-4639",34.469167,-87.723889
"8659","MNPCA-S006-261",46.961528,-94.180444
"8660","TDECWR_WQX-TNW000002334",35.40386,-85.77212
"8661","MNPCA-S007-568",43.843247,-94.774572
"8662","MNPCA-S008-463",44.536094,-96.38375
"8663","MNPCA-S005-061",46.55804,-96.45754
"8664","USGS-05418400",42.1643333,-90.7293333
"8665","21AWIC-2539",31.033879,-87.164508
"8666","MNPCA-S005-341",44.092992,-92.055789
"8667","MNPCA-S003-877",45.68705,-95.0314
"8668","MNPCA-S006-564",46.53598,-96.34041
"8669","MNPCA-S007-882",47.91,-94.7424
"8670","MNPCA-S005-131",47.32786,-95.40367
"8671","USGS-05422000",41.7669744,-90.5348588
"8672","MNPCA-S001-689",43.814611,-91.753111
"8673","MNPCA-S002-120",47.7461,-95.4131
"8674","STOCKBRIDGE_MUNSEE-WBRR7",44.9861,-89.02696
"8675","FCPOTAWATOMI_WQX-OTTER HW",45.45388,-88.5732
"8676","USGS-384419094515600",38.7386111,-94.8655556
"8677","MNPCA-S003-160",47.20941,-96.12731
"8678","MNPCA-S005-700",45.38849,-93.752614
"8679","MNPCA-S002-514",44.69361,-93.78834
"8680","MNPCA-S000-597",47.351611,-92.831111
"8681","MNPCA-S002-647",45.917223,-95.133855
"8682","SDDENR_WQX-UPMINNZUMR06",45.291881955947,-96.4881017563319
"8683","MNPCA-S005-799",46.362155,-94.345189
"8684","MNPCA-S002-961",46.4168,-94.8408
"8685","MNPCA-S006-223",44.354126,-94.654213
"8686","MNPCA-S000-369",45.683611,-94.770833
"8687","MNPCA-S003-320",45.431217,-94.350283
"8688","MNPCA-S002-381",45.55674,-95.04681
"8689","MNPCA-S001-117",45.044167,-94.524806
"8690","MNPCA-S001-366",44.6415,-93.583694
"8691","O_MTRIBE_WQX-BBC1FY09",36.34176,-97.24683
"8692","MNPCA-S000-444",45.472222,-94.339417
"8693","MNPCA-S004-878",44.2253,-93.436485
"8694","MNPCA-S007-889",47.97004,-95.39505
"8695","21AWIC-364",31.0106,-87.2629
"8696","MNPCA-S005-723",44.479749,-93.896733
"8697","STOCKBRIDGE_MUNSEE-SiC",44.9139702,-88.96101424
"8698","MNPCA-S006-247",46.548806,-94.736028
"8699","MNPCA-S002-116",46.8772,-96.7808
"8700","USGS-07241520",35.5656147,-97.367258
"8701","STOCKBRIDGE_MUNSEE-MillC",44.86262225,-88.90985424
"8702","MNPCA-S005-541",46.05383,-93.07589
"8703","MNPCA-S001-897",47.451119,-94.906574
"8704","MNPCA-S006-626",45.5466,-94.3064
"8705","MNPCA-S006-534",43.735633,-93.009875
"8706","11NPSWRD_WQX-NATR_LICR",34.94188889,-87.82861111
"8707","MNPCA-S004-452",44.248809,-92.148502
"8708","MNPCA-S000-804",43.863139,-92.969361
"8709","MNPCA-S000-917",45.443722,-94.55675
"8710","TDECWR_WQX-TNW000000685",35.79348,-88.34669
"8711","USGS-08055514",32.955652,-96.9932016
"8712","MNPCA-S003-000",43.6305,-94.5038
"8713","21AWIC-1988",31.080176,-85.431128
"8714","MNPCA-S002-386",45.52053,-94.97839
"8715","21AWIC-2412",31.080083,-87.114415
"8716","REDCLIFF_WQX-RR03",46.9174370003401,-90.841740225622
"8717","MNPCA-S002-449",44.43085,-92.281978
"8718","MNPCA-S008-972",45.591266,-95.088059
"8719","21AWIC-8552",31.10913,-86.14587
"8720","MNPCA-S008-413",48.340198,-97.125709
"8721","MNPCA-S008-418",47.649899,-96.882443
"8722","MNPCA-S008-467",44.950292,-96.337128
"8723","O_MTRIBE_WQX-RRC1FY09",36.48007,-97.15699
"8724","21AWIC-797",30.9842,-88.4011
"8725","MNPCA-S001-256",45.095833,-93.788889
"8726","MNPCA-S001-879",44.113611,-92.1695
"8727","MNPCA-S003-921",47.541425,-94.567515
"8728","21AWIC-816",31.653,-86.7157
"8729","MNPCA-S004-393",45.93365,-93.42
"8730","MNPCA-S007-779",47.791413,-91.320375
"8731","MNPCA-S006-904",43.688869,-95.90571
"8732","MNPCA-S005-672",44.477113,-94.802356
"8733","MNPCA-S003-528",45.918988,-93.307734
"8734","21AWIC-1136",31.683412,-87.218021
"8735","MNPCA-S004-965",48.0352,-96.1763
"8736","MNPCA-S004-044",47.697,-95.4338
"8737","MNPCA-S005-686",45.283222,-92.997639
"8738","21AWIC-136",34.788142,-87.69709
"8739","MNPCA-S002-997",48.73135,-96.49259
"8740","MNPCA-S007-890",43.80478,-95.58007
"8741","MNPCA-S002-251",44.029122,-94.470812
"8742","MNPCA-S007-891",43.77551,-95.41354
"8743","21AWIC-122",34.63231,-86.01811
"8744","MNPCA-S004-461",45.135218,-92.816003
"8745","MNPCA-S004-872",47.822262,-93.051273
"8746","MNPCA-S006-249",46.33167,-94.47464
"8747","MNPCA-S006-516",45.6485,-94.48545
"8748","USGS-384951094443200",38.8308333,-94.7422222
"8749","MNPCA-S004-596",46.662383,-92.413432
"8750","MNPCA-S002-654",45.742745,-94.96752
"8751","MNPCA-S003-518",45.3262,-94.526533
"8752","MNPCA-S008-416",47.961368,-97.057859
"8753","21AWIC-5733",32.410723,-85.106836
"8754","USGS-08042546",29.8588333,-94.55525
"8755","MNPCA-S007-101",46.703887,-94.409058
"8756","MNPCA-S000-065",43.77684,-91.29793
"8757","MNPCA-S007-330",45.434703,-94.051301
"8758","MNPCA-S000-255",46.899728,-91.892725
"8759","MNPCA-S002-989",48.3679,-96.5655
"8760","USGS-411105095532301",41.1849722,-95.8897778
"8761","11NPSWRD_WQX-NATR_ROCR",34.5065,-88.30641667
"8762","MNPCA-S000-967",47.803889,-92.278778
"8763","MNPCA-S005-019",44.311949,-93.639191
"8764","MNPCA-S001-591",43.8625,-95.602389
"8765","21AWIC-599",33.229826,-87.46181
"8766","USGS-08055526",32.9013761,-96.9948682
"8767","WI_MMSD-HC-03S",43.039,-88.012
"8768","11NPSWRD_WQX-NATR_CECR",34.64536111,-88.12972222
"8769","MNPCA-S003-166",46.21339,-96.30686
"8770","STOCKBRIDGE_MUNSEE-SIC10",44.959702,-89.062671
"8771","21AWIC-2622",31.937552,-85.883277
"8772","MNPCA-S004-706",46.21602,-94.268241
"8773","USGS-384712094443200",38.7866667,-94.7422222
"8774","STOCKBRIDGE_MUNSEE-SIC8",44.942845,-89.042823
"8775","MNPCA-S003-306",46.64166,-93.33852
"8776","MNPCA-S002-502",44.85652,-93.7966
"8777","MNPCA-S005-727",46.521725,-94.926209
"8778","MNPCA-S004-886",45.235081,-92.764782
"8779","MNPCA-S004-381",46.647644,-94.324292
"8780","MNPCA-S008-484",46.763444,-92.126659
"8781","MNPCA-S004-186",47.55675,-96.77206
"8782","MNPCA-S002-007",43.9447,-95.5221
"8783","MNPCA-S005-526",45.588147,-92.963747
"8784","21AWIC-8613",31.472481,-85.904453
"8785","USGS-08075110",29.7141667,-95.3388889
"8786","MNPCA-S006-462",44.065549,-94.502506
"8787","MNPCA-S000-323",44.003417,-92.032778
"8788","21AWIC-2014",30.56552,-87.67212
"8789","MNPCA-S003-667",47.245271,-93.486736
"8790","21AWIC-3952",32.97734,-85.73968
"8791","MNPCA-S006-752",44.15866,-94.04335
"8792","MNPCA-S003-802",44.12964,-92.462582
"8793","MNPCA-S004-824",43.794705,-91.594742
"8794","MNPCA-S006-203",47.9536,-93.75447
"8795","21AWIC-48",31.4038,-86.069
"8796","USGS-03437492",36.8497222,-87.3783333
"8797","MNPCA-S007-903",48.14262,-92.20719
"8798","MNPCA-S002-752",47.774676,-95.351396
"8799","MNPCA-S003-296",45.86575,-95.13925
"8800","21AWIC-8672",31.152059,-85.303337
"8801","MNPCA-S005-690",44.1942,-95.060226
"8802","11NPSWRD_WQX-NATR_TWCR",34.43211111,-88.54236111
"8803","21AWIC-4274",32.805739,-85.774155
"8804","21AWIC-643",32.2385,-84.980694
"8805","USIOUX_WQX-MN R 1",44.45989,-95.30949
"8806","USGS-06485500",42.8375205,-96.5619219
"8807","MNPCA-S005-662",44.541538,-94.953841
"8808","MNPCA-S007-048",43.919056,-96.164758
"8809","USGS-08077612",29.6557083,-95.1342778
"8810","MNPCA-S008-498",48.130273,-96.178644
"8811","MNPCA-S003-890",45.862933,-94.971267
"8812","MNPCA-S007-549",47.3977,-95.086839
"8813","MNPCA-S003-975",46.75,-92.1
"8814","21AWIC-79",32.61396,-86.25498
"8815","WI_MMSD-RI-17S",43.033,-87.913
"8816","21IOWA_WQX-13410001",43.091974,-93.621809
"8817","MNPCA-S007-326",47.929219,-90.307112
"8818","MNPCA-S000-173",48.51261,-93.712
"8819","MNPCA-S008-462",44.736343,-96.420305
"8820","MNPCA-S002-112",46.673,-96.5258
"8821","MNPCA-S003-487",44.22838,-93.4489
"8822","MNPCA-S008-412",48.46276,-97.140075
"8823","MNPCA-S001-982",44.143,-92.5975
"8824","MNPCA-S000-176",46.32043,-94.47464
"8825","ONEIDA_WQX-TCSD",44.5603,-88.1723
"8826","MNPCA-S005-730",46.678034,-95.257602
"8827","MNPCA-S006-242",46.549451,-93.423402
"8828","11NPSWRD_WQX-NATR_COBR",35.007,-87.82166667
"8829","MNPCA-S006-227",46.69335,-94.30369
"8830","FCPOTAWATOMI_WQX-T1",45.412457,-88.636576
"8831","MNPCA-S004-364",46.82262,-92.07013
"8832","MNPCA-S007-552",45.548731,-93.246816
"8833","MNPCA-S003-024",43.719,-94.2277
"8834","TDECWR_WQX-TNW000007220",35.09874,-89.76449
"8835","21AWIC-51",34.746944,-87.863889
"8836","MNPCA-S007-332",47.023084,-93.274436
"8837","21AWIC-3263",34.637667,-87.029611
"8838","21AWIC-4417",31.07781,-85.45616
"8839","MNPCA-S001-757",46.844111,-92.010194
"8840","MNPCA-S005-722",44.470315,-93.889433
"8841","STOCKBRIDGE_MUNSEE-WBRR9",45.000333,-89.03939
"8842","MNPCA-S006-202",47.27878,-95.88994
"8843","21AWIC-8790",34.91034,-86.1682
"8844","MNPCA-S002-811",47.694082,-91.760714
"8845","MNPCA-S003-935",45.16716,-94.306493
"8846","MNPCA-S008-409",43.500333,-92.671048
"8847","MNPCA-S002-253",44.062518,-94.549355
"8848","MNPCA-S005-863",46.763478,-92.296486
"8849","MNPCA-S004-859",44.506784,-92.332818
"8850","21AWIC-347",33.296944,-86.842639
"8851","TDECWR_WQX-TNW000001734",35.8187,-87.25407
"8852","WI_MMSD-UC-04S",43.016,-88.058
"8853","MNPCA-S005-527",45.589753,-92.937022
"8854","MNPCA-S006-606",43.60255,-96.17307
"8855","MNPCA-S004-680",44.70174,-95.2218
"8856","STOCKBRIDGE_MUNSEE-NBEMR09",44.903115,-89.042652
"8857","MNPCA-S008-464",44.929183,-96.37425
"8858","USGS-06893990",39.0860278,-94.3088333
"8859","MNPCA-S001-985",44.1482,-94.0958
"8860","21AWIC-1186",30.3554,-87.7076
"8861","USGS-385442094432600",38.9116667,-94.7238889
"8862","MNPCA-S001-000",43.558667,-94.6225
"8863","MNPCA-S008-483",46.754965,-92.146581
"8864","21AWIC-1152",30.60532,-87.547
"8865","MNPCA-S007-608",47.8277,-96.0749
"8866","21FLBRA-1162-B",30.1148994,-85.420777
"8867","MNPCA-S000-494",45.021972,-95.791778
"8868","21AWIC-8770",31.135059,-85.558536
"8869","MNPCA-S003-140",47.5283,-96.16957
"8870","11NPSWRD_WQX-NATR_COCR",34.85716667,-87.90491667
"8871","21AWIC-123",34.593467,-86.091377
"8872","21AWIC-147",34.483246,-86.455077
"8873","MNPCA-S005-724",46.470365,-94.990003
"8874","MNPCA-S007-872",44.57385,-95.07575
"8875","MNPCA-S002-021",45.1203,-94.1492
"8876","MNPCA-S007-852",44.741335,-95.458809
"8877","MNPCA-S000-864",47.793639,-90.154861
"8878","MNPCA-S007-834",47.024675,-91.669116
"8879","USGS-07197360",35.7850906,-94.8563398
"8880","11NPSWRD_WQX-NATR_JOCR",34.51780556,-88.29172222
"8881","11NPSWRD_WQX-BITH_VCVC",30.241775,-94.11968056
"8882","MNPCA-S000-016",45.206639,-93.386528
"8883","MNPCA-S005-790",45.27368,-92.928489
"8884","MNPCA-S001-499",45.04,-93.905611
"8885","MNPCA-S008-433",47.98617,-92.76031
"8886","21AWIC-7590",33.908644,-87.082258
"8887","MNPCA-S006-609",44.623442,-93.802966
"8888","USGS-08158810",30.1554875,-97.9400076
"8889","21AWIC-5154",33.314863,-85.47594
"8890","MNPCA-S005-627",44.50589,-94.88583
"8891","MNPCA-S008-442",46.710013,-93.556218
"8892","21AWIC-186",32.304361,-84.954524
"8893","MNPCA-S004-283",47.84011,-89.965832
"8894","MNPCA-S000-536",46.513333,-95.518361
"8895","MNPCA-S005-610",47.034919,-96.731997
"8896","21AWIC-2989",31.991717,-85.60669
"8897","MNPCA-S007-455",46.659775,-96.412342
"8898","USGS-05457470",43.3714672,-92.9361684
"8899","21AWIC-8831",35.02403,-87.57899
"8900","USGS-08158860",30.1621554,-97.8322279
"8901","SDDENR_WQX-CENTBSRR01",44.2971599327137,-96.8670322251309
"8902","MNPCA-S005-714",45.582139,-94.334389
"8903","SRSTEPA-SW-CC-370-02",46.092222,-101.333027
"8904","MNPCA-S005-109",44.639382,-93.217426
"8905","MNPCA-S005-139",46.64368,-95.50917
"8906","MNPCA-S007-046",43.789894,-96.122992
"8907","WI_MMSD-RI-37S",43.148,-88.061
"8908","MNPCA-S006-172",44.76404,-95.54434
"8909","21AWIC-6232",34.4061,-86.9339
"8910","MNPCA-S008-497",48.127082,-96.176634
"8911","O_MTRIBE_WQX-RRC4FY09",36.49086,-97.04054
"8912","USGS-390813094185002",39.1369444,-94.3138889
"8913","MNPCA-S004-293",48.87215,-95.1126
"8914","MNPCA-S007-567",43.904596,-94.819458
"8915","MNPCA-S004-389",44.453255,-93.198504
"8916","MNPCA-S002-929",47.5972,-95.1527
"8917","MNPCA-S005-539",45.617432,-94.034584
"8918","21AWIC-164",32.43972,-86.19556
"8919","MNPCA-S006-293",46.402369,-94.760733
"8920","MNPCA-S002-370",48.849611,-97.00559
"8921","21AWIC-429",33.0943,-86.7439
"8922","MNPCA-S004-458",45.108453,-92.874873
"8923","MNPCA-S008-893",48.034275,-96.08965
"8924","USGS-07197000",35.9212004,-94.8385633
"8925","MNPCA-S005-608",46.703098,-96.634069
"8926","MNPCA-S005-942",46.735811,-92.355547
"8927","STOCKBRIDGE_MUNSEE-NBEMR10",44.903541,-89.062414
"8928","O_MTRIBE_WQX-RRC1FY11",36.48007,-97.15699
"8929","11NPSWRD_WQX-BITH_LPIB",30.28199167,-94.53638611
"8930","MNPCA-S007-607",47.7318,-95.5192
"8931","MNPCA-S000-395",44.816028,-94.237611
"8932","MNPCA-S007-459",46.281503,-96.532876
"8933","MNPCA-S003-885",45.76135,-95.088333
"8934","MNPCA-S000-706",47.528889,-96.293389
"8935","MNPCA-S004-885",45.198013,-92.769306
"8936","MNPCA-S007-861",44.371059,-93.962296
"8937","MNPCA-S006-189",45.325083,-94.551351
"8938","MNPCA-S002-584",45.933014,-93.019098
"8939","MNPCA-S006-240",46.9472385960877,-91.785853905426
"8940","MNPCA-S000-963",45.6,-95.696417
"8941","MNPCA-S000-769",43.706778,-92.317667
"8942","USGS-05494250",40.7630556,-92.5330556
"8943","MNPCA-S006-511",46.75409,-96.46517
"8944","21AWIC-2098",34.329444,-87.3775
"8945","MNPCA-S005-750",47.358083,-92.473383
"8946","MNPCA-S008-435",43.81113,-91.3187
"8947","MNPCA-S000-108",47.81575,-91.784222
"8948","MNPCA-S004-761",46.957414,-95.092744
"8949","STORLVD_WQX-LOBISCHER CR #12",46.1273,-89.05406
"8950","21AWIC-2779",31.191983,-87.026324
"8951","MNPCA-S003-372",45.386523,-95.357842
"8952","MNPCA-S000-455",44.124444,-92.219361
"8953","21AWIC-1641",31.480448,-85.147635
"8954","11NPSWRD_WQX-NATR_BCBC",34.67344444,-88.08825
"8955","MNPCA-S006-209",45.297098,-92.864615
"8956","MNPCA-S007-866",44.50248,-93.92913
"8957","USGS-08077614",29.6539722,-95.1332361
"8958","MNPCA-S005-141",46.37554,-95.80853
"8959","MNPCA-S002-354",45.37704,-94.78382
"8960","21AWIC-217",32.926389,-85.877778
"8961","MNPCA-S003-053",45.0606,-93.2062
"8962","MNPCA-S000-268",44.108,-92.44774
"8963","MNPCA-S004-887",45.156912,-92.763231
"8964","MNPCA-S004-882",45.302406,-92.906943
"8965","21AWIC-148",34.51073,-86.514106
"8966","MNPCA-S003-413",45.263532,-94.312411
"8967","MNPCA-S000-477",47.593889,-95.733389
"8968","SRSTEPA-SW-PC-350-01",46.193639,-100.75225
"8969","STOCKBRIDGE_MUNSEE-WBRR8",45.000636,-89.03832
"8970","MNPCA-S006-560",47.55109,-96.23796
"8971","HO_CHUNK_WQX-1351400HCN01",44.0371,-89.7227
"8972","21AWIC-854",32.96906,-87.39776
"8973","MNPCA-S003-365",45.477713,-94.199947
"8974","MNPCA-S000-569",48.797222,-97.105833
"8975","USGS-05464220",42.2515278,-92.2988889
"8976","MNPCA-S004-864",47.26231,-96.50025
"8977","FCPOTAWATOMI_WQX-SWAN",45.49741,-88.62882
"8978","MNPCA-S000-909",47.769222,-90.261083
"8979","11NPSWRD_WQX-BITH_BSVC",30.5765,-94.63069444
"8980","MNPCA-S001-461",47.7395,-95.258611
"8981","FCPOTAWATOMI_WQX-OTTER BIG STONE",45.42811,-88.45686
"8982","HO_CHUNK_WQX-1196900HCN01",43.6771,-90.584
"8983","21AWIC-119",34.836653,-85.824965
"8984","MNPCA-S004-212",48.30511,-95.63662
"8985","MNPCA-S007-907",44.827343,-93.422193
"8986","MNPCA-S001-419",45.513194,-92.962194
"8987","TDECWR_WQX-TNW000006341",36.26771,-88.60701
"8988","MNPCA-S005-688",44.2864,-94.746
"8989","MNPCA-S004-447",44.336794,-93.576181
"8990","MNPCA-S005-637",45.149875,-93.259017
"8991","MNPCA-S006-212",47.53723,-93.7955
"8992","MNPCA-S008-457",46.981863,-92.333889
"8993","USGS-08077715",29.3666528,-95.0028944
"8994","MNPCA-S002-321",44.642778,-96.011111
"8995","21AWIC-2800",31.819113,-86.490409
"8996","MNPCA-S002-126",48.05,-97.0624
"8997","SDDENR_WQX-NCENBSRR19",44.5957358234353,-96.9460069205952
"8998","MNPCA-S000-325",43.975833,-92.0695
"8999","21AWIC-4748",33.279345,-87.053767
"9000","MNPCA-S002-357",45.35684,-94.65339
"9001","21FLBRA-1177-F",30.06264,-85.28535
"9002","MNPCA-S002-356",45.38436,-94.69617
"9003","MNPCA-S004-893",46.19654,-93.067451
"9004","21IOWA_WQX-10630003",41.246687,-93.290114
"9005","21AWIC-8491",32.653164,-85.30309
"9006","MNPCA-S007-849",47.841854,-95.68864
"9007","21AWIC-4272",33.350185,-85.635453
"9008","TDECWR_WQX-TNW000000541",35.44252,-89.38567
"9009","MNPCA-S007-063",48.077505,-96.034715
"9010","21AWIC-1114",32.834132,-86.040247
"9011","MNPCA-S004-554",44.930036,-96.042781
"9012","MNPCA-S002-975",47.89433,-96.259909
"9013","MNPCA-S000-265",47.639556,-90.847694
"9014","MNPCA-S003-070",46.8101,-92.167
"9015","MNPCA-S000-997",45.419722,-92.906333
