"","Site","Lat","Long"
"2285","ARDEQH2O_WQX-RED0004A",33.3186,-93.999
"2286","21MSWQ_WQX-111B64",30.923194,-88.972833
"2287","USGS-07144780",37.8625129,-98.0139449
"2288","USGS-07374525",29.8571508,-89.977847
"2289","USGS-05496000",40.1421111,-91.5656944
"2290","USGS-07048800",36.1041667,-94.0075
"2291","ARDEQH2O_WQX-UWGAF01",34.8978,-93.6128
"2292","USGS-06905725",40.1605798,-92.8904798
"2293","USGS-07257696",35.3745,-93.1890833
"2294","TDECWR_WQX-TNW000002799",36.00856,-86.93092
"2295","USGS-05495000",40.3924167,-91.5978889
"2296","TDECWR_WQX-TNW000001068",36.19489,-86.45936
"2297","OKCONCOM_WQX-OK121600-05-0160F",36.3704,-94.7191
"2298","USGS-07055646",35.9388889,-93.405
"2299","USGS-06926510",38.4214444,-92.20825
"2300","TDECWR_WQX-TNW000003011",36.3778,-86.9825
"2301","TDECWR_WQX-TNW000005933",36.61542,-87.28758
"2302","USGS-07186480",37.1556146,-94.6030068
"2303","USGS-07077000",34.7944444,-91.4447222
"2304","ARDEQH2O_WQX-UWBIG01",33.2689,-93.2722
"2305","USGS-07036100",37.3845,-90.4738611
"2306","TDECWR_WQX-TNW000003806",35.25428,-90.02605
"2307","USGS-07195430",36.1086111,-94.5333333
"2308","TDECWR_WQX-TNW000000236",35.3678,-89.216
"2309","ARDEQH2O_WQX-UWCYC01",33.7639,-93.1467
"2310","USGS-394515095415800",39.7541667,-95.6994444
"2311","TDECWR_WQX-TNW000002259",36.002,-86.3356
"2312","USGS-07257473",35.5052778,-93.0030556
"2313","MNPCA-S002-571",44.963853,-93.672179
"2314","ARDEQH2O_WQX-RED0021",33.9621,-94.0614
"2315","ARDEQH2O_WQX-UWBDT02",33.3589,-93.4128
"2316","USGS-06919500",37.8342028,-93.8754918
"2317","USGS-06818000",39.75325,-94.8568333
"2318","TDECWR_WQX-TNW000003814",35.30714,-89.66796
"2319","USGS-05436000",42.920833,-89.6203998
"2320","USGS-394147095414900",39.6963889,-95.6969444
"2321","USGS-07247000",34.9188889,-94.2994444
"2322","USGS-07364133",33.8663889,-91.6561111
"2323","OKCONCOM_WQX-OK520800-02-0080C",35.2032,-97.1182
"2324","USGS-07188885",36.5992778,-94.4496389
"2325","TDECWR_WQX-TNW000006809",36.27829,-86.81579
"2326","USGS-07189000",36.6314613,-94.5868886
"2327","USGS-07364150",33.6277778,-91.4458333
"2328","USGS-07187000",37.0231667,-94.5165556
"2329","USGS-07053900",36.7867254,-93.0615668
"2330","USGS-06887500",39.1983301,-96.3055532
"2331","MNPCA-S002-573",44.961903,-93.665799
"2332","USGS-07381590",29.6979865,-91.3728855
"2333","ARDEQH2O_WQX-BLB0001",33.875,-94.001404
"2334","ARDEQH2O_WQX-UWTNO01",34.0672,-93.2411
"2335","TDECWR_WQX-TNW000004696",35.993056,-86.698056
"2336","USGS-06894100",39.1794504,-94.1843906
"2337","ARDEQH2O_WQX-OUA0015A",32.9736,-91.4403
"2338","TDECWR_WQX-TNW000002032",35.92415,-87.09234
"2339","USGS-432350100500900",43.3972222,-100.8358333
"2340","TDECWR_WQX-TNW000005059",36.17944,-89.25414
"2341","USGS-05054000",46.861075,-96.7836924
"2342","TDECWR_WQX-TNW000001395",36.208889,-86.713889
"2343","TDECWR_WQX-TNW000003809",35.2746,-89.9578
"2344","TDECWR_WQX-TNW000003240",35.3397,-89.9547
"2345","TDECWR_WQX-TNW000005047",36.643889,-86.6792
"2346","USGS-07143672",38.0286223,-97.540597
"2347","TDECWR_WQX-TNW000006740",36.58136,-87.36071
"2348","TDECWR_WQX-TNW000005925",36.18934,-88.76506
"2349","USGS-06900100",40.3172354,-93.3813273
"2350","ARDEQH2O_WQX-OUA0052B",33.6083,-92.7214
"2351","TDECWR_WQX-TNW000000854",35.9714,-85.4169
"2352","USGS-07016400",38.431996,-91.0198653
"2353","TDECWR_WQX-TNW000006126",36.508889,-86.94333
"2354","USGS-06899950",40.3089027,-93.337715
"2355","USGS-06927850",37.6588889,-92.4855556
"2356","OKCONCOM_WQX-OK310830-06-0050K",35.2908,-98.5941
"2357","ARDEQH2O_WQX-UWBYM02",33.0994,-91.2533
"2358","USGS-07014200",37.9181013,-91.1012477
"2359","TDECWR_WQX-TNW000003308",36.104079,-87.31752
"2360","ARDEQH2O_WQX-OUA0175",33.7038,-91.321098
"2361","USGS-07053207",36.3894444,-93.3158333
"2362","TDECWR_WQX-TNW000003944",35.84575,-86.39701
"2363","USGS-07189100",36.6709049,-94.6041119
"2364","USGS-07022000",37.2216,-89.462975
"2365","USGS-07048700",36.1058333,-94.0111111
"2366","ARDEQH2O_WQX-UWBYB03",33.8667,-91.6608
"2367","ARDEQH2O_WQX-BUFT17",36.1292,-92.545799
"2368","TDECWR_WQX-TNW000004168",36.02833,-86.66722
"2369","USGS-07060710",35.9916667,-92.2138889
"2370","TDECWR_WQX-TNW000004162",36.09135,-86.68538
"2371","USGS-06934500",38.7098056,-91.4385
"2372","USGS-07018100",38.1596111,-90.7060556
"2373","USGS-07260671",35.5113889,-92.8177778
"2374","TDECWR_WQX-TNW000000119",36.278333,-87.327778
"2375","ARDEQH2O_WQX-FRA0008",35.821098,-90.432198
"2376","MNPCA-S003-730",44.941,-93.4584
"2377","TDECWR_WQX-TNW000001951",36.20583,-86.86056
"2378","ARDEQH2O_WQX-UWBKR02",35.7658,-91.3006
"2379","USGS-05082500",47.9269234,-97.0292435
"2380","USGS-07060500",36.1166667,-92.1430556
"2381","USGS-07257450",35.5337778,-92.9307222
"2382","USGS-07077500",35.2697222,-91.2363889
"2383","USGS-06898800",40.4008423,-93.6029993
"2384","TDECWR_WQX-TNW000003525",35.88639,-87.00411
"2385","ARDEQH2O_WQX-WHI0033",34.8392,-91.2844
"2386","21MSWQ_WQX-111B60",30.39326,-89.206552
"2387","USGS-07263296",34.8788889,-92.6855556
"2388","TDECWR_WQX-TNW000001542",36.27506,-87.07929
"2389","TDECWR_WQX-TNW000001704",36.3625,-86.049167
"2390","USGS-07188838",36.583962,-94.3732693
"2391","USGS-06896187",40.4547144,-94.4035694
"2392","USGS-07257698",35.3714722,-93.1882778
"2393","USGS-07381495",30.690743,-91.7362262
"2394","ARDEQH2O_WQX-RED0005",33.2419,-93.999
"2395","TDECWR_WQX-TNW000004597",36.19262,-89.35885
"2396","USGS-07052500",36.8053889,-93.4615833
"2397","TDECWR_WQX-TNW000004526",35.03696,-89.81418
"2398","USGS-07042450",36.6739467,-89.4750758
"2399","TDECWR_WQX-TNW000006519",36.1014,-87.1256
"2400","TDECWR_WQX-TNW000000624",35.42289,-86.80322
"2401","USGS-08028200",30.8707523,-93.5107275
"2402","USGS-06900900",40.4730693,-93.1271539
"2403","TDECWR_WQX-TNW000006135",36.63834,-86.65138
"2404","TDECWR_WQX-TNW000005507",36.06222,-86.74194
"2405","TDECWR_WQX-TNW000004215",36.144722,-85.64494
"2406","TDECWR_WQX-TNW000005885",35.94333,-86.854722
"2407","TDECWR_WQX-TNW000003987",36.244167,-87.00417
"2408","ARDEQH2O_WQX-OUA0150",34.1016,-91.7618
"2409","OKCONCOM_WQX-OK121600-02-0030D",36.282,-95.09292
"2410","USGS-07052820",36.7506175,-93.6185264
"2411","MNPCA-S003-731",44.9119,-93.3422
"2412","TDECWR_WQX-TNW000004681",36.046944,-86.867778
"2413","TDECWR_WQX-TNW000005190",36.22871,-86.094747
"2414","ARDEQH2O_WQX-UWCAC01",35.8708,-91.3108
"2415","ARDEQH2O_WQX-OUA0012",32.9819,-91.8056
"2416","TDECWR_WQX-TNW000000549",35.5803,-88.8096
"2417","USGS-07077700",35.2519444,-91.1119444
"2418","TDECWR_WQX-TNW000000260",36.01317,-88.44504
"2419","TDECWR_WQX-TNW000003751",35.6284,-89.2674
"2420","USGS-07144300",37.6433485,-97.3353227
"2421","TDECWR_WQX-TNW000001189",36.08982,-86.73533
"2422","USGS-05556200",41.2572588,-89.3459225
"2423","USGS-07188653",36.6158611,-94.1822222
"2424","OKCONCOM_WQX-OK220600-04-0010P",34.81552778,-95.48
"2425","USGS-06821190",39.4009722,-94.7268333
"2426","TDECWR_WQX-TNW000004691",35.87079,-86.46725
"2427","USGS-07052250",37.0065833,-93.3646667
"2428","ARDEQH2O_WQX-UWBDK02",33.5389,-93.7103
"2429","ARDEQH2O_WQX-UWOFC01",35.2606,-91.5903
"2430","ARDEQH2O_WQX-OUA0151",34.0346,-91.7095
"2431","ARDEQH2O_WQX-OUA0179",33.873501,-91.354797
"2432","ARDEQH2O_WQX-UWCPB01",35.0344,-91.8081
"2433","USGS-07068000",36.6220029,-90.8476225
"2434","TDECWR_WQX-TNW000002062",36.48666,-88.48583
"2435","TDECWR_WQX-TNW000003285",36.28309,-87.23802
"2436","TDECWR_WQX-TNW000005802",36.343056,-86.71667
"2437","ARDEQH2O_WQX-OUA0137D",33.305,-92.6236
"2438","TDECWR_WQX-TNW000000532",36.4722,-87.2619
"2439","USGS-05587455",38.9511595,-90.3712256
"2440","USGS-071948095",36.1228083,-94.1625611
"2441","USGS-07019185",38.5685833,-90.4711667
"2442","USGS-05429580",43.048331,-89.2317826
"2443","USGS-07057500",36.6230278,-92.2481389
"2444","ARDEQH2O_WQX-RED0056",33.445499,-93.571503
"2445","USGS-07052152",37.1471389,-93.3754722
"2446","ARDEQH2O_WQX-OUA0043",33.8289,-92.0829
"2447","TDECWR_WQX-TNW000000630",36.47748,-86.93588
"2448","OKCONCOM_WQX-OK311210-00-0010D",34.3913,-98.1828
"2449","USGS-0725769302",35.3888611,-93.1991667
"2450","TDECWR_WQX-TNW000004153",36.1444,-86.7133
"2451","TDECWR_WQX-TNW000003186",36.01416,-86.67778
"2452","21MSWQ_WQX-02481660",30.38686111,-89.44108333
"2453","USGS-06898100",40.3363333,-93.7685
"2454","USGS-07020550",37.7369444,-89.9283333
"2455","TDECWR_WQX-TNW000004519",35.0722,-89.9908
"2456","ARDEQH2O_WQX-OUA0013",32.9903,-91.6556
"2457","TDECWR_WQX-TNW000003605",36.386667,-86.505
"2458","TDECWR_WQX-TNW000003576",36.05103,-86.91301
"2459","USGS-07185764",37.1836111,-94.2997222
"2460","TDECWR_WQX-TNW000006001",35.99879,-86.50563
"2461","TDECWR_WQX-TNW000002674",36.24962,-89.06868
"2462","OKCONCOM_WQX-OK311600-01-0020F",34.454,-99.412
"2463","USGS-06921720",38.5549778,-93.9653528
"2464","21MSWQ_WQX-111B59",30.525207,-88.924049
"2465","OKCONCOM_WQX-OK311300-03-0010M",34.9386,-98.4444
"2466","MNPCA-S000-078",44.905361,-93.31875
"2467","ARDEQH2O_WQX-FRA0037",35.613701,-90.345421
"2468","USGS-06905500",39.5399444,-92.79075
"2469","USGS-05085000",48.286099,-97.3700763
"2470","TDECWR_WQX-TNW000004523",35.073,-89.8493
"2471","TDECWR_WQX-TNW000000994",36.46842,-86.89161
"2472","TDECWR_WQX-TNW000000721",36.00433,-87.22059
"2473","TDECWR_WQX-TNW000000996",36.43009,-86.82548
"2474","USGS-393745095435200",39.6291667,-95.7311111
"2475","OKCONCOM_WQX-OK311100-04-0030C",34.0857,-97.615
"2476","TDECWR_WQX-TNW000006698",36.31962,-87.6749
"2477","TDECWR_WQX-TNW000002920",36.0786,-86.0331
"2478","ARDEQH2O_WQX-UWVGC03",35.5869,-91.2642
"2479","USGS-07195000",36.2219444,-94.2883333
"2480","USGS-393754095364000",39.6316667,-95.6111111
"2481","USGS-07053250",36.4544444,-93.3561111
"2482","TDECWR_WQX-TNW000004799",35.8898,-87.0127
"2483","TDECWR_WQX-TNW000004586",36.01038,-85.03419
"2484","USGS-06935890",38.68275,-90.4888889
"2485","TDECWR_WQX-TNW000002801",35.96809,-86.90009
"2486","TDECWR_WQX-TNW000006425",36.178611,-87.305556
"2487","USGS-06921590",38.4915806,-94.3442444
"2488","TDECWR_WQX-TNW000000436",35.4024,-89.8163
"2489","TDECWR_WQX-TNW000002060",35.4998,-89.9191
"2490","OKCONCOM_WQX-OK311800-00-0130G",35.0192,-99.8804
"2491","ARDEQH2O_WQX-OUA0137C",33.2944,-92.6383
"2492","TDECWR_WQX-TNW000000891",35.0801,-90.0367
"2493","ARDEQH2O_WQX-OUA0042",34.1154,-92.4056
"2494","ARDEQH2O_WQX-UWLGB01",34.4539,-91.3217
"2495","USGS-07257693",35.3930556,-93.2205556
"2496","ARDEQH2O_WQX-OUA0137B",33.650009,-92.293701
"2497","ARDEQH2O_WQX-UWTRC01",33.7253,-93.3631
"2498","TDECWR_WQX-TNW000006702",36.114167,-86.77667
"2499","TDECWR_WQX-TNW000001693",36.263889,-87.041667
"2500","TDECWR_WQX-TNW000003770",36.3825,-86.913333
"2501","TDECWR_WQX-TNW000005434",36.43917,-86.561189
"2502","TDECWR_WQX-TNW000005278",36.415833,-84.945278
"2503","ARDEQH2O_WQX-PLM0001",33.7861,-93.9047
"2504","ARDEQH2O_WQX-OUA0173",33.4869,-91.2721
"2505","ARDEQH2O_WQX-FRA0032",35.284599,-90.485497
"2506","USGS-03600086",35.7261801,-86.9886148
"2507","USGS-07014500",38.1585278,-91.1084722
"2508","ARDEQH2O_WQX-OUA0018",34.2894,-92.37
"2509","TDECWR_WQX-TNW000003508",36.1487,-87.14627
"2510","USGS-072606714",35.4895278,-92.80225
"2511","ARDEQH2O_WQX-BUFT11",35.9903,-92.7667
"2512","21IOWA-10070004",42.4694857711415,-92.4135875075508
"2513","TDECWR_WQX-TNW000000848",35.89364,-85.475556
"2514","TDECWR_WQX-TNW000003966",36.322778,-86.67917
"2515","ARDEQH2O_WQX-UWBGC03",34.7789,-91.0467
"2516","TDECWR_WQX-TNW000005039",36.55698,-87.13924
"2517","USGS-393937095384000",39.6602778,-95.6444444
"2518","ARDEQH2O_WQX-UWVGC01",35.7253,-91.1392
"2519","USGS-06902000",39.6400278,-93.2736944
"2520","TDECWR_WQX-TNW000000699",36.13,-86.840278
"2521","USGS-06923700",37.7380947,-92.8604597
"2522","USGS-07249985",35.5172222,-94.4641667
"2523","TDECWR_WQX-TNW000001864",35.69444,-87.22082
"2524","MNPCA-S003-749",44.9919,-93.6438
"2525","USGS-06817700",40.2024722,-95.0695556
"2526","OKCONCOM_WQX-OK121600-05-0150G",36.3437,-94.7716
"2527","TDECWR_WQX-TNW000006999",35.3655,-87.1418
"2528","ARDEQH2O_WQX-BUFT03",36.0772,-93.2414
"2529","USGS-07046250",36.0903463,-90.0798153
"2530","USGS-07061600",37.3250489,-90.7640093
"2531","TDECWR_WQX-TNW000006758",35.787241,-86.42226
"2532","ARDEQH2O_WQX-BUFT18",36.079201,-92.472801
"2533","USGS-07068510",36.6317237,-90.5753925
"2534","21KY_WQX-PRI109",36.61543,-89.03025
"2535","OKCONCOM_WQX-OK310810-02-0020D",34.855,-97.424
"2536","OKCONCOM_WQX-OK310800-01-0240P",34.32,-96.931
"2537","ARDEQH2O_WQX-RED0063",33.861889,-94.246613
"2538","USGS-07050500",36.4272222,-93.6208333
"2539","TDECWR_WQX-TNW000001534",36.40361,-87.66283
"2540","USGS-06937000",38.8217156,-90.1714981
"2541","TDECWR_WQX-TNW000002030",36.497778,-86.778333
"2542","TDECWR_WQX-TNW000000150",35.5853,-87.1839
"2543","ARDEQH2O_WQX-UWBYB02",33.6283,-91.4464
"2544","ARDEQH2O_WQX-OUA0169",33.8621,-92.7504
"2545","USGS-07261090",35.2708333,-92.6302778
"2546","TDECWR_WQX-TNW000002044",36.2792,-85.66444
"2547","USGS-06906300",39.4549167,-92.5685
"2548","USGS-06918600",37.3986554,-93.4101947
"2549","TDECWR_WQX-TNW000000830",35.9321,-84.9507
"2550","OKCONCOM_WQX-OK410210-01-0070D",34.0695,-95.0193
"2551","USGS-06917630",37.5353611,-94.5580833
"2552","TDECWR_WQX-TNW000005535",35.6662,-89.001
"2553","USGS-07250550",35.3488889,-94.2983333
"2554","USGS-07362000",33.5963889,-92.8180556
"2555","ARDEQH2O_WQX-UWBKR01",35.9442,-91.2131
"2556","TDECWR_WQX-TNW000001087",36.18611,-85.905
"2557","TDECWR_WQX-TNW000001539",36.54053,-87.38111
"2558","TDECWR_WQX-TNW000001666",35.0652,-89.9929
"2559","OKCONCOM_WQX-OK311210-00-0050H",34.4927,-98.1123
"2560","MNPCA-S003-752",44.9015,-93.733
"2561","USGS-07037300",37.2611622,-90.5065054
"2562","MNPCA-S003-734",44.9154,-93.2127
"2563","TDECWR_WQX-TNW000006704",36.05661,-87.10485
"2564","USGS-07189542",36.5488889,-94.6836111
"2565","USGS-07186600",37.1211111,-94.5821389
"2566","USGS-07071500",36.6486944,-91.2008333
"2567","TDECWR_WQX-TNW000003509",36.314444,-87.534167
"2568","USGS-07019365",38.3669444,-90.3711111
"2569","TDECWR_WQX-TNW000006804",36.2176,-86.8201
"2570","TDECWR_WQX-TNW000004026",36.15737,-86.6363
"2571","TDECWR_WQX-TNW000003738",36.4631,-87.259
"2572","USGS-07257694",35.3873056,-93.1951667
"2573","USGS-07054080",36.7796389,-92.9072778
"2574","USGS-07048600",36.0730556,-94.0811111
"2575","TDECWR_WQX-TNW000005877",36.095556,-86.700833
"2576","USGS-345257092303601",34.8825,-92.51
"2577","ARDEQH2O_WQX-RED0054",33.223801,-93.831299
"2578","USGS-07066110",37.172826,-91.3001333
"2579","ARDEQH2O_WQX-ARK0162D",34.798931,-92.32576
"2580","TDECWR_WQX-TNW000005504",36.099167,-86.71417
"2581","TDECWR_WQX-TNW000006747",35.94027,-86.46527
"2582","USGS-07249400",35.1625,-94.4069444
"2583","TDECWR_WQX-TNW000002419",36.10944,-86.70917
"2584","USGS-05435980",42.9130555,-89.6220664
"2585","TDECWR_WQX-TNW000002225",36.320555,-87.676944
"2586","ARDEQH2O_WQX-ARK0162A",34.892525,-92.326485
"2587","TDECWR_WQX-TNW000006075",36.123055,-86.85
"2588","ARDEQH2O_WQX-UWCHR02",35.2706,-91.2383
"2589","OKCONCOM_WQX-OK310810-01-0020G",34.5331,-97.1871
"2590","TDECWR_WQX-TNW000000611",35.3361,-90.0744
"2591","TDECWR_WQX-TNW000005747",36.218889,-86.307222
"2592","USGS-06899580",40.1052927,-93.4916052
"2593","USGS-06917680",37.7979167,-94.5152222
"2594","21IOWA-11130002",42.2115009,-94.7065197
"2595","TDECWR_WQX-TNW000004145",35.915,-89.3981
"2596","USGS-07257500",35.4663889,-93.0411111
"2597","TDECWR_WQX-TNW000000904",35.48972,-89.7782
"2598","TDECWR_WQX-TNW000003923",36.014034,-87.19754
"2599","USGS-07061270",37.5525556,-90.8424444
"2600","TDECWR_WQX-TNW000003127",35.0689,-89.9658
"2601","TDECWR_WQX-TNW000000266",35.99247,-88.40545
"2602","TDECWR_WQX-TNW000003926",35.83606,-87.22342
"2603","TDECWR_WQX-TNW000004095",36.1967,-88.8695
"2604","TDECWR_WQX-TNW000001200",36.300278,-86.809722
"2605","USGS-054064509",43.0969391,-89.6256775
"2606","TDECWR_WQX-TNW000001491",35.32334,-89.79027
"2607","TDECWR_WQX-TNW000006973",35.15907,-90.05227
"2608","TDECWR_WQX-TNW000000637",36.12833,-86.76279
"2609","ARDEQH2O_WQX-OUA0147",34.1939,-91.9776
"2610","TDECWR_WQX-TNW000005143",36.1605,-86.8662
"2611","OKCONCOM_WQX-OK311800-00-0060G",34.9875,-99.66777778
"2612","OKCONCOM_WQX-OK310800-03-0010F",34.24,-97.052
"2613","TDECWR_WQX-TNW000001605",35.13193,-89.95857
"2614","21IOWA-15070001",42.521857,-92.446052
"2615","ARDEQH2O_WQX-UWGSC01",35.2908,-91.4722
"2616","TDECWR_WQX-TNW000001731",35.59166,-87.20555
"2617","TDECWR_WQX-TNW000004096",36.24713,-88.70882
"2618","TDECWR_WQX-TNW000003104",36.0882,-85.5184
"2619","USGS-07186000",37.2456111,-94.5664167
"2620","USGS-07362656",34.7192584,-92.9929551
"2621","ARDEQH2O_WQX-OUA0174",33.4902,-91.2805
"2622","USGS-0357479650",34.9609213,-86.4636024
"2623","USGS-07189540",36.547297,-94.6180004
"2624","USGS-05497150",40.0189337,-91.6221036
"2625","TDECWR_WQX-TNW000004025",35.839167,-86.71805
"2626","USGS-05427900",43.1747156,-89.4328968
"2627","TDECWR_WQX-TNW000001604",36.3612466,-88.97048213
"2628","MNPCA-S004-525",44.915586,-93.243315
"2629","TDECWR_WQX-TNW000004401",36.01805,-89.43083
"2630","TDECWR_WQX-TNW000003277",35.72286,-88.76988
"2631","USGS-07263295",34.8761111,-92.7744444
"2632","ARDEQH2O_WQX-OUA0145",34.1948,-92.0407
"2633","TDECWR_WQX-TNW000001889",35.45665,-86.24362
"2634","TDECWR_WQX-TNW000000863",35.6202,-89.4811
"2635","TDECWR_WQX-TNW000005151",36.1292,-86.8466
"2636","USGS-07340300",34.38,-94.2363889
"2637","ARDEQH2O_WQX-UWBDV02",35.2517,-91.1111
"2638","TDECWR_WQX-TNW000006697",36.331944,-87.666667
"2639","MNPCA-S003-735",44.952959,-93.486811
"2640","TDECWR_WQX-TNW000003975",36.324444,-86.69694
"2641","TDECWR_WQX-TNW000003639",36.460556,-87.835278
"2642","TDECWR_WQX-TNW000006114",36.55417,-87.14028
"2643","USGS-07350500",32.0126613,-93.3529502
"2644","USGS-03575100",34.7492568,-86.4466551
"2645","USGS-07381600",29.6928194,-91.2119368
"2646","ARDEQH2O_WQX-ARK0097",34.7694,-91.7514
"2647","ARDEQH2O_WQX-UWLGC02",33.3697,-92.1839
"2648","TDECWR_WQX-TNW000004182",36.5075,-87.03472
"2649","TDECWR_WQX-TNW000004971",35.18977,-87.03429
"2650","TDECWR_WQX-TNW000003821",35.2684,-89.2623
"2651","TDECWR_WQX-TNW000003217",35.55245,-89.82204
"2652","TDECWR_WQX-TNW000004524",35.0497,-89.8189
"2653","OKCONCOM_WQX-OK310810-03-0080G",34.543,-97.405
"2654","USGS-05429720",42.8811141,-89.210949
"2655","ARDEQH2O_WQX-WHI0074",34.5749,-91.1458
"2656","USGS-07315500",33.8787106,-97.9344798
"2657","TDECWR_WQX-TNW000002046",35.76495,-86.13263
"2658","USGS-07049000",36.2,-93.855
"2659","USGS-04024000",46.7032765,-92.4188018
"2660","IASNAPST-971051",43.0987557,-95.6036133
"2661","TDECWR_WQX-TNW000002861",35.3476,-89.0151
"2662","TDECWR_WQX-TNW000002425",35.87838,-86.83742
"2663","TDECWR_WQX-TNW000004435",35.3411,-89.8892
"2664","TDECWR_WQX-TNW000003283",35.035,-89.8858
"2665","TDECWR_WQX-TNW000005746",35.90023,-86.41976
"2666","ARDEQH2O_WQX-BUFT16",36.124401,-92.549202
"2667","TDECWR_WQX-TNW000004592",36.54305,-85.4869
"2668","USGS-05100000",48.9897138,-97.5570221
"2669","TDECWR_WQX-TNW000001031",35.3011,-89.31371
"2670","21MSWQ_WQX-02490900",31.02297222,-90.20894444
"2671","USGS-03600088",35.7173192,-86.9956345
"2672","OKCONCOM_WQX-OK520700-04-0260C",35.62213333,-96.81963333
"2673","USGS-07373420",30.7585166,-91.3959464
"2674","ARDEQH2O_WQX-OUA0137A",33.2608,-92.6631
"2675","TDECWR_WQX-TNW000002383",36.2875,-89.41
"2676","OKCONCOM_WQX-OK520700-05-0170A",35.7102,-97.1174
"2677","TDECWR_WQX-TNW000003053",36.530555,-86.67
"2678","21IOWA-10500001",41.746188360997,-93.2261037485212
"2679","USGS-07143965",38.0430667,-97.4592059
"2680","ARDEQH2O_WQX-OUA0012A",32.9839,-91.7017
"2681","OKCONCOM_WQX-OK310830-06-0040J",35.2762,-98.5306
"2682","USGS-05500000",39.8966389,-91.5801667
"2683","USGS-07258020",35.2220556,-93.1464722
"2684","USGS-07257460",35.5325556,-92.9480556
"2685","MNPCA-S003-732",44.9014,-93.3323
"2686","USGS-0725769402",35.3858333,-93.1858333
"2687","TDECWR_WQX-TNW000003988",36.29064,-86.96423
"2688","TDECWR_WQX-TNW000003816",35.31127,-89.63917
"2689","USGS-02419890",32.439859,-86.1955222
"2690","TDECWR_WQX-TNW000004529",35.0207,-89.7366
"2691","USGS-07337000",33.5519444,-94.0411111
"2692","TDECWR_WQX-TNW000002071",36.119444,-86.77167
"2693","ARDEQH2O_WQX-BUFT04",36.0578,-93.1319
"2694","OKCONCOM_WQX-OK121700-05-0170T",35.9062,-94.518236
"2695","TDECWR_WQX-TNW000004517",35.07586,-90.06457
"2696","USGS-06935972",38.8275503,-90.4409505
"2697","TDECWR_WQX-TNW000002653",36.384722,-86.129167
"2698","ARDEQH2O_WQX-WHI0056",35.0089,-91.5167
"2699","TDECWR_WQX-TNW000004530",35.0207,-89.7289
"2700","ARDEQH2O_WQX-BUFT10",35.9792,-92.7722
"2701","TDECWR_WQX-TNW000000511",36.09667,-86.14028
"2702","USGS-06930450",37.848096,-92.0623858
"2703","TDECWR_WQX-TNW000000995",36.431389,-86.8375
"2704","TDECWR_WQX-TNW000005109",35.9941,-88.7918
"2705","ARDEQH2O_WQX-WHI0072",34.8761,-91.5654
"2706","TDECWR_WQX-TNW000006342",36.26411618,-88.61366755
"2707","TDECWR_WQX-TNW000002991",34.9985,-90.0966
"2708","TDECWR_WQX-TNW000005536",35.6178,-88.8523
"2709","OKCONCOM_WQX-OK520530-00-0010H",35.5626,-97.9592
"2710","TDECWR_WQX-TNW000005193",36.11333,-86.13028
"2711","TDECWR_WQX-TNW000006817",36.0525,-86.6838
"2712","OKCONCOM_WQX-OK311500-01-0110D",34.87,-99.167
"2713","ARDEQH2O_WQX-UWDTC01",35.4175,-91.4336
"2714","BADRIVER_WQX-BearTrapPrc_NPS",46.54507,-90.8225
"2715","TDECWR_WQX-TNW000000434",35.3258,-89.8308
"2716","ARDEQH2O_WQX-RED0057",33.5051,-93.485703
"2717","TDECWR_WQX-TNW000004948",35.3805,-89.31976
"2718","TDECWR_WQX-TNW000003838",36.359167,-87.306111
"2719","21IOWA-10620001",41.3553042848181,-92.6571922262819
"2720","USGS-385608094380300",38.9355556,-94.6341667
"2721","TDECWR_WQX-TNW000005638",36.386667,-86.889444
"2722","TDECWR_WQX-TNW000002790",36.17228,-87.1601
"2723","TDECWR_WQX-TNW000002027",36.60583,-86.98361
"2724","TDECWR_WQX-TNW000000148",35.6158,-87.2094
"2725","ARDEQH2O_WQX-FRA0035",35.366402,-90.771004
"2726","TDECWR_WQX-TNW000002161",36.63,-87.091111
"2727","USGS-07374000",30.4456667,-91.1915556
"2728","ARDEQH2O_WQX-RED0065",33.206299,-93.392799
"2729","TDECWR_WQX-TNW000003206",35.5762,-89.83438
"2730","USGS-07257456",35.6510833,-92.9194444
"2731","USGS-05427718",43.2088889,-89.3525
"2732","ARDEQH2O_WQX-BUFT02",36.0211,-93.3544
"2733","TDECWR_WQX-TNW000003047",36.010278,-86.708889
"2734","USGS-07194800",36.1030556,-94.3444444
"2735","21KY_WQX-PRI056",37.12324,-86.90042
"2736","TDECWR_WQX-TNW000005110",35.9471,-88.7138
"2737","OKCONCOM_WQX-OK311300-04-0060H",34.772,-98.58
"2738","TDECWR_WQX-TNW000002869",35.6193,-89.5311
"2739","TDECWR_WQX-TNW000006005",35.95556,-86.516111
"2740","ARDEQH2O_WQX-BUFT14",36.0217,-92.6717
"2741","TDECWR_WQX-TNW000004099",36.2711,-88.5095
"2742","USGS-05427948",43.1033333,-89.5116667
"2743","TDECWR_WQX-TNW000005452",36.2143,-86.58972
"2744","USGS-385620094385700",38.9388889,-94.6491667
"2745","TDECWR_WQX-TNW000000235",35.45411,-89.1963
"2746","TDECWR_WQX-TNW000000855",36.01158,-85.36165
"2747","USGS-07061300",37.4501111,-90.8271111
"2748","ARDEQH2O_WQX-ARK0162B",34.868603,-92.370132
"2749","TDECWR_WQX-TNW000000540",35.3639,-89.3394
